filename,d,o,rx,ry,rz,left,right
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,579.6,50,126.11,60.81,-134.84,Sculpture standing over the design plan of the city of Minsk_model-9012_row117_left.png,Sculpture standing over the design plan of the city of Minsk_model-9012_row117_right.png
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,431.1,50,-147.06,18.45,-1.16,Sculpture standing over the design plan of the city of Minsk_model-9012_row118_left.png,Sculpture standing over the design plan of the city of Minsk_model-9012_row118_right.png
Sculpture standing over the design plan of the city of Minsk_model-9012.stl,181.1,50,64.46,-45.00,140.94,Sculpture standing over the design plan of the city of Minsk_model-9012_row119_left.png,Sculpture standing over the design plan of the city of Minsk_model-9012_row119_right.png
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,492.4,50,-40.46,-93.06,-101.40,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row120_left.png,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row120_right.png
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,671.2,50,-67.06,-118.28,56.67,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row121_left.png,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row121_right.png
Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow.stl,538.8,50,-175.17,-19.04,106.57,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row122_left.png,Sophia Alekseyevna of Russia_8006-alley-of-rulers-moscow_row122_right.png
St. Charbel sculpture_model-9004.stl,713.7,50,-150.97,-23.53,94.74,St. Charbel sculpture_model-9004_row123_left.png,St. Charbel sculpture_model-9004_row123_right.png
St. Charbel sculpture_model-9004.stl,687.5,50,-89.73,66.59,77.04,St. Charbel sculpture_model-9004_row124_left.png,St. Charbel sculpture_model-9004_row124_right.png
St. Charbel sculpture_model-9004.stl,299.6,50,64.84,-65.92,-45.91,St. Charbel sculpture_model-9004_row125_left.png,St. Charbel sculpture_model-9004_row125_right.png
Statue of Saint George killing the Dragon_model-9003.stl,270.6,50,-113.05,-56.45,179.37,Statue of Saint George killing the Dragon_model-9003_row126_left.png,Statue of Saint George killing the Dragon_model-9003_row126_right.png
Statue of Saint George killing the Dragon_model-9003.stl,325.0,50,-121.16,-123.49,-36.52,Statue of Saint George killing the Dragon_model-9003_row127_left.png,Statue of Saint George killing the Dragon_model-9003_row127_right.png
Statue of Saint George killing the Dragon_model-9003.stl,685.5,50,-146.37,-66.92,-161.88,Statue of Saint George killing the Dragon_model-9003_row128_left.png,Statue of Saint George killing the Dragon_model-9003_row128_right.png
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,745.8,50,-40.36,-59.44,-176.46,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row129_left.png,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row129_right.png
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,404.7,50,137.73,139.21,-150.69,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row130_left.png,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row130_right.png
Statuette of Artemis Ephesia_statuetta-di-artemide-efesia.stl,526.4,50,99.04,137.17,153.45,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row131_left.png,Statuette of Artemis Ephesia_statuetta-di-artemide-efesia_row131_right.png
Sviatoslav I_7999-alley-of-rulers-moscow.stl,364.8,50,-32.65,-175.21,-23.51,Sviatoslav I_7999-alley-of-rulers-moscow_row132_left.png,Sviatoslav I_7999-alley-of-rulers-moscow_row132_right.png
Sviatoslav I_7999-alley-of-rulers-moscow.stl,402.0,50,-81.15,90.54,-129.27,Sviatoslav I_7999-alley-of-rulers-moscow_row133_left.png,Sviatoslav I_7999-alley-of-rulers-moscow_row133_right.png
Sviatoslav I_7999-alley-of-rulers-moscow.stl,557.0,50,-116.84,-49.83,35.17,Sviatoslav I_7999-alley-of-rulers-moscow_row134_left.png,Sviatoslav I_7999-alley-of-rulers-moscow_row134_right.png
The Girl with an Umbrella_model-9000.stl,686.0,50,152.36,-10.24,4.40,The Girl with an Umbrella_model-9000_row135_left.png,The Girl with an Umbrella_model-9000_row135_right.png
The Girl with an Umbrella_model-9000.stl,441.8,50,-95.19,-166.95,48.20,The Girl with an Umbrella_model-9000_row136_left.png,The Girl with an Umbrella_model-9000_row136_right.png
The Girl with an Umbrella_model-9000.stl,726.3,50,66.54,68.95,162.42,The Girl with an Umbrella_model-9000_row137_left.png,The Girl with an Umbrella_model-9000_row137_right.png
Virgin Mary sculpture_model-9005.stl,487.2,50,11.91,8.23,-67.07,Virgin Mary sculpture_model-9005_row138_left.png,Virgin Mary sculpture_model-9005_row138_right.png
Virgin Mary sculpture_model-9005.stl,338.5,50,8.61,59.43,-43.86,Virgin Mary sculpture_model-9005_row139_left.png,Virgin Mary sculpture_model-9005_row139_right.png
Virgin Mary sculpture_model-9005.stl,490.4,50,-12.11,-137.59,36.94,Virgin Mary sculpture_model-9005_row140_left.png,Virgin Mary sculpture_model-9005_row140_right.png
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,440.9,50,40.99,10.50,-131.72,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row141_left.png,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row141_right.png
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,667.5,50,165.98,110.85,-153.55,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row142_left.png,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row142_right.png
Vladimir II Monomakh_8002-alley-of-rulers-moscow.stl,383.6,50,-32.88,162.84,-62.56,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row143_left.png,Vladimir II Monomakh_8002-alley-of-rulers-moscow_row143_right.png
Vladimir the Great_8000-alley-of-rulers-moscow.stl,552.3,50,77.99,-40.09,-84.32,Vladimir the Great_8000-alley-of-rulers-moscow_row144_left.png,Vladimir the Great_8000-alley-of-rulers-moscow_row144_right.png
Vladimir the Great_8000-alley-of-rulers-moscow.stl,691.1,50,-53.61,-40.55,-18.85,Vladimir the Great_8000-alley-of-rulers-moscow_row145_left.png,Vladimir the Great_8000-alley-of-rulers-moscow_row145_right.png
Vladimir the Great_8000-alley-of-rulers-moscow.stl,776.5,50,-87.85,-110.59,-113.99,Vladimir the Great_8000-alley-of-rulers-moscow_row146_left.png,Vladimir the Great_8000-alley-of-rulers-moscow_row146_right.png
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,558.2,50,143.82,-78.62,-158.64,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row147_left.png,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row147_right.png
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,517.8,50,-97.40,-20.67,-80.58,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row148_left.png,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row148_right.png
Vsevolod the Big Nest_8005-alley-of-rulers-moscow.stl,462.6,50,136.66,66.97,83.38,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row149_left.png,Vsevolod the Big Nest_8005-alley-of-rulers-moscow_row149_right.png
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,284.3,50,96.20,114.69,-121.50,Yaroslav the Wise_8001-alley-of-rulers-moscow_row150_left.png,Yaroslav the Wise_8001-alley-of-rulers-moscow_row150_right.png
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,429.3,50,92.12,140.49,0.18,Yaroslav the Wise_8001-alley-of-rulers-moscow_row151_left.png,Yaroslav the Wise_8001-alley-of-rulers-moscow_row151_right.png
Yaroslav the Wise_8001-alley-of-rulers-moscow.stl,736.1,50,-18.68,-31.22,-88.52,Yaroslav the Wise_8001-alley-of-rulers-moscow_row152_left.png,Yaroslav the Wise_8001-alley-of-rulers-moscow_row152_right.png
Youth_model-9006.stl,544.9,50,110.10,130.09,-131.69,Youth_model-9006_row153_left.png,Youth_model-9006_row153_right.png
Youth_model-9006.stl,478.1,50,-22.61,-55.45,28.66,Youth_model-9006_row154_left.png,Youth_model-9006_row154_right.png
Youth_model-9006.stl,627.4,50,164.24,-42.45,12.19,Youth_model-9006_row155_left.png,Youth_model-9006_row155_right.png
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,259.8,50,-153.26,-61.44,118.08,Yuri the Long Hands_8003-alley-of-rulers-moscow_row156_left.png,Yuri the Long Hands_8003-alley-of-rulers-moscow_row156_right.png
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,161.6,50,14.54,86.41,175.62,Yuri the Long Hands_8003-alley-of-rulers-moscow_row157_left.png,Yuri the Long Hands_8003-alley-of-rulers-moscow_row157_right.png
Yuri the Long Hands_8003-alley-of-rulers-moscow.stl,500.8,50,-12.24,43.20,146.25,Yuri the Long Hands_8003-alley-of-rulers-moscow_row158_left.png,Yuri the Long Hands_8003-alley-of-rulers-moscow_row158_right.png
piantafanculo_mano.stl,643.4,50,98.91,24.52,-147.83,piantafanculo_mano_row159_left.png,piantafanculo_mano_row159_right.png
piantafanculo_mano.stl,505.9,50,6.05,-66.96,-56.49,piantafanculo_mano_row160_left.png,piantafanculo_mano_row160_right.png
